nom1;nom2;nom3;nom4;code_postal;longitude;latitude
etagnac;ETAGNAC;etagnac;Étagnac;16150;0.783333;45.9
plassac-rouffiac;PLASSAC-ROUFFIAC;plassac rouffiac;Plassac-Rouffiac;16250;0.066667;45.5333
montjean-16;MONTJEAN;montjean;Montjean;16240;0.116667;46.0833
passirac;PASSIRAC;passirac;Passirac;16480;-0.066667;45.35
balzac;BALZAC;balzac;Balzac;16430;0.116667;45.7
gourville;GOURVILLE;gourville;Gourville;16170;-0.016667;45.8333
londigny;LONDIGNY;londigny;Londigny;16700;0.133333;46.0833
saint-brice-16;SAINT-BRICE;saint brice;Saint-Brice;16100;-0.283333;45.6833
becheresse;BECHERESSE;becheresse;Bécheresse;16250;0.083333;45.5
rouzede;ROUZEDE;rouzede;Rouzède;16220;0.55;45.7167
gente;GENTE;gente;Genté;16130;-0.316667;45.6167
nanclars;NANCLARS;nanclars;Nanclars;16230;0.216667;45.85
salles-lavalette;SALLES-LAVALETTE;salles lavalette;Salles-Lavalette;16190;0.233333;45.3833
salles-de-barbezieux;SALLES-DE-BARBEZIEUX;salles de barbezieux;Salles-de-Barbezieux;16300;-0.133333;45.45
ebreon;EBREON;ebreon;Ébréon;16140;0.033333;45.9333
mareuil-16;MAREUIL;mareuil;Mareuil;16170;-0.133333;45.7667
montchaude;MONTCHAUDE;montchaude;Montchaude;16300;-0.2;45.45
roullet-saint-estephe;ROULLET-SAINT-ESTEPHE;roullet saint estephe;Roullet-Saint-Estèphe;16440;0.0472222;45.5837
chirac-16;CHIRAC;chirac;Chirac;16150;0.65;45.9167
bouteville;BOUTEVILLE;bouteville;Bouteville;16120;-0.133333;45.6
epenede;EPENEDE;epenede;Épenède;16490;0.533333;46.0667
triac-lautrait;TRIAC-LAUTRAIT;triac lautrait;Triac-Lautrait;16200;-0.116667;45.6667
asnieres-sur-nouere;ASNIERES-SUR-NOUERE;asnieres sur nouere;Asnières-sur-Nouère;16290;0.05;45.7167
berneuil-16;BERNEUIL;berneuil;Berneuil;16480;-0.0727778;45.3931
chevrerie;LA CHEVRERIE;la chevrerie;La Chèvrerie;16240;0.133333;46.0333
rouffiac-16;ROUFFIAC;rouffiac;Rouffiac;16210;0.083333;45.2667
vindelle;VINDELLE;vindelle;Vindelle;16430;0.116667;45.7167
montrollet;MONTROLLET;montrollet;Montrollet;16420;0.89509;45.9811
mons-16;MONS;mons;Mons;16140;-0.0147222;45.8684
bunzac;BUNZAC;bunzac;Bunzac;16110;0.35;45.7
vouharte;VOUHARTE;vouharte;Vouharte;16330;0.066667;45.8167
lessac;LESSAC;lessac;Lessac;16500;0.666667;46.0667
angouleme;ANGOULEME;angouleme;Angoulême;16000;0.15;45.65
baignes-sainte-radegonde;BAIGNES-SAINTE-RADEGONDE;baignes sainte radegonde;Baignes-Sainte-Radegonde;16360;-0.233333;45.3833
viville;VIVILLE;viville;Viville;16120;-0.116667;45.5167
tatre;LE TATRE;le tatre;Le Tâtre;16360;-0.2;45.4
montbron;MONTBRON;montbron;Montbron;16220;0.5;45.6667
gensac-la-pallue;GENSAC-LA-PALLUE;gensac la pallue;Gensac-la-Pallue;16130;-0.25;45.65
chassors;CHASSORS;chassors;Chassors;16200;-0.216667;45.7
rioux-martin;RIOUX-MARTIN;rioux martin;Rioux-Martin;16210;0.00222222;45.25
vervant-16;VERVANT;vervant;Vervant;16330;0.116667;45.8333
gardes-le-pontaroux;GARDES-LE-PONTAROUX;gardes le pontaroux;Gardes-le-Pontaroux;16320;0.333333;45.5
confolens;CONFOLENS;confolens;Confolens;16500;0.666667;46.0167
aignes-et-puyperoux;AIGNES-ET-PUYPEROUX;aignes et puyperoux;Aignes-et-Puypéroux;16190;0.15;45.45
beaulieu-sur-sonnette;BEAULIEU-SUR-SONNETTE;beaulieu sur sonnette;Beaulieu-sur-Sonnette;16450;0.383333;45.9333
ranville-breuillaud;RANVILLE-BREUILLAUD;ranville breuillaud;Ranville-Breuillaud;16140;-0.116667;45.9
lesignac-durand;LESIGNAC-DURAND;lesignac durand;Lésignac-Durand;16310;0.633333;45.8167
saint-gourson;SAINT-GOURSON;saint gourson;Saint-Gourson;16700;0.316667;45.95
eraville;ERAVILLE;eraville;Éraville;16120;-0.083333;45.5833
champniers-16;CHAMPNIERS;champniers;Champniers;16430;0.2;45.7167
pleuville;PLEUVILLE;pleuville;Pleuville;16490;0.5;46.1
isle-d-espagnac;L'ISLE-D'ESPAGNAC;l isle d espagnac;L'Isle-d'Espagnac;16340;0.2;45.6667
bazac;BAZAC;bazac;Bazac;16210;0.05;45.2167
bonneville-16;BONNEVILLE;bonneville;Bonneville;16170;-0.033333;45.8333
mazerolles-16;MAZEROLLES;mazerolles;Mazerolles;16310;0.533889;45.7475
mornac;MORNAC;mornac;Mornac;16600;0.266667;45.6833
mazieres;MAZIERES;mazieres;Mazières;16270;0.566667;45.8333
brettes;BRETTES;brettes;Brettes;16240;0.033333;46
saint-quentin-sur-charente;SAINT-QUENTIN-SUR-CHARENTE;saint quentin sur charente;Saint-Quentin-sur-Charente;16150;0.683333;45.8333
fouqueure;FOUQUEURE;fouqueure;Fouqueure;16140;0.066667;45.8833
suris;SURIS;suris;Suris;16270;0.633333;45.85
chabanais;CHABANAIS;chabanais;Chabanais;16150;0.716667;45.8667
chantillac;CHANTILLAC;chantillac;Chantillac;16360;-0.25;45.3333
turgon;TURGON;turgon;Turgon;16350;0.4;45.95
bors-(canton-de-montmoreau-saint-cybard);BORS (CANTON DE MONTMOREAU-SAINT-CYBARD);bors (canton de montmoreau saint cybard);Bors (Canton de Montmoreau-Saint-Cybard);16190;0.167778;45.3445
ligne-16;LIGNE;ligne;Ligné;16140;0.116667;45.9167
dignac;DIGNAC;dignac;Dignac;16410;0.283333;45.55
saint-germain-de-montbron;SAINT-GERMAIN-DE-MONTBRON;saint germain de montbron;Saint-Germain-de-Montbron;16380;0.416667;45.6333
nonaville;NONAVILLE;nonaville;Nonaville;16120;-0.083333;45.5333
sainte-colombe-16;SAINTE-COLOMBE;sainte colombe;Sainte-Colombe;16230;0.318889;45.8334
nersac;NERSAC;nersac;Nersac;16440;0.05;45.6333
aunac;AUNAC;aunac;Aunac;16460;0.25;45.9167
fouquebrune;FOUQUEBRUNE;fouquebrune;Fouquebrune;16410;0.2;45.5333
jurignac;JURIGNAC;jurignac;Jurignac;16250;-0.033333;45.5333
nonac;NONAC;nonac;Nonac;16190;0.05;45.4167
condac;CONDAC;condac;Condac;16700;0.233333;46.0167
saint-aulais-la-chapelle;SAINT-AULAIS-LA-CHAPELLE;saint aulais la chapelle;Saint-Aulais-la-Chapelle;16300;-0.05;45.45
saint-pierre-d-oleron;SAINT-PIERRE-D'OLERON;saint pierre d oleron;Saint-Pierre-d'Oléron;17310;-1.31667;45.95
saint-sever-de-saintonge;SAINT-SEVER-DE-SAINTONGE;saint sever de saintonge;Saint-Sever-de-Saintonge;17800;-0.508333;45.6939
romazieres;ROMAZIERES;romazieres;Romazières;17510;-0.166667;45.9833
nancras;NANCRAS;nancras;Nancras;17600;-0.883333;45.75
trizay;TRIZAY;trizay;Trizay;17250;-0.9;45.8833
saint-ouen-17;SAINT-OUEN;saint ouen;Saint-Ouen;17490;-0.166667;45.8667
breuillet-17;BREUILLET;breuillet;Breuillet;17920;-1.05;45.7
gourvillette;GOURVILLETTE;gourvillette;Gourvillette;17490;-0.216667;45.8833
saint-germain-de-vibrac;SAINT-GERMAIN-DE-VIBRAC;saint germain de vibrac;Saint-Germain-de-Vibrac;17500;-0.316667;45.4333
jarrie-audouin;LA JARRIE-AUDOUIN;la jarrie audouin;La Jarrie-Audouin;17330;-0.483333;46.0333
chermignac;CHERMIGNAC;chermignac;Chermignac;17460;-0.666667;45.6833
preguillac;PREGUILLAC;preguillac;Préguillac;17460;-0.616667;45.6667
courcoury;COURCOURY;courcoury;Courcoury;17100;-0.583333;45.7167
ronde;LA RONDE;la ronde;La Ronde;17170;-0.8075;46.3
saint-bris-des-bois;SAINT-BRIS-DES-BOIS;saint bris des bois;Saint-Bris-des-Bois;17770;-0.483333;45.7667
saint-sauvant-17;SAINT-SAUVANT;saint sauvant;Saint-Sauvant;17610;-0.503889;45.7392
saint-mande-sur-bredoire;SAINT-MANDE-SUR-BREDOIRE;saint mande sur bredoire;Saint-Mandé-sur-Brédoire;17470;-0.3;46.0167
clam;CLAM;clam;Clam;17500;-0.45;45.5
soubise;SOUBISE;soubise;Soubise;17780;-1;45.9333
clavette;CLAVETTE;clavette;Clavette;17220;-1.01667;46.1333
cercoux;CERCOUX;cercoux;Cercoux;17270;-0.2;45.1333
surgeres;SURGERES;surgeres;Surgères;17700;-0.75;46.1
tugeras-saint-maurice;TUGERAS-SAINT-MAURICE;tugeras saint maurice;Tugéras-Saint-Maurice;17130;-0.4075;45.3598
perigny-17;PERIGNY;perigny;Périgny;17180;-1.08333;46.15
medis;MEDIS;medis;Médis;17600;-0.966667;45.65
guitinieres;GUITINIERES;guitinieres;Guitinières;17500;-0.516667;45.4333
bouhet;BOUHET;bouhet;Bouhet;17540;-0.866667;46.1667
saint-medard-17;SAINT-MEDARD;saint medard;Saint-Médard;17500;-0.355;45.3984
cire-d-aunis;CIRE-D'AUNIS;cire d aunis;Ciré-d'Aunis;17290;-0.933333;46.05
puyrolland;PUYROLLAND;puyrolland;Puyrolland;17380;-0.6;46.0333
ardillieres;ARDILLIERES;ardillieres;Ardillières;17290;-0.883333;46.05
nere;NERE;nere;Néré;17510;-0.233333;45.9667
eduts;LES EDUTS;les eduts;Éduts;17510;-0.216667;45.9833
ars-en-re;ARS-EN-RE;ars en re;Ars-en-Ré;17590;-1.51667;46.2083
arthenac;ARTHENAC;arthenac;Arthenac;17520;-0.316667;45.5167
saint-martial-17;SAINT-MARTIAL;saint martial;Saint-Martial;17330;-0.45;46.05
etaules-17;ETAULES;etaules;Étaules;17750;-1.1;45.7333
authon-ebeon;AUTHON-EBEON;authon ebeon;Authon-Ébéon;17770;-0.408333;45.8362
chatenet;CHATENET;chatenet;Chatenet;17210;-0.3;45.3
forges-17;FORGES;forges;Forges;17290;-0.9;46.1
saintes;SAINTES;saintes;Saintes;17100;-0.633333;45.75
clion-17;CLION;clion;Clion;17240;-0.5;45.4833
varaize;VARAIZE;varaize;Varaize;17400;-0.416667;45.9167
ballans;BALLANS;ballans;Ballans;17160;-0.216667;45.8167
saint-xandre;SAINT-XANDRE;saint xandre;Saint-Xandre;17138;-1.1;46.2
verines;VERINES;verines;Vérines;17540;-0.966667;46.2
sablonceaux;SABLONCEAUX;sablonceaux;Sablonceaux;17600;-0.883333;45.7167
portes-en-re;LES PORTES-EN-RE;les portes en re;Portes-en-Ré;17880;0.501668;46.25
pons;PONS;pons;Pons;17800;-0.55;45.5833
saint-aigulin;SAINT-AIGULIN;saint aigulin;Saint-Aigulin;17360;-0.016667;45.15
saint-vivien-17;SAINT-VIVIEN;saint vivien;Saint-Vivien;17220;-1.05;46.0667
sainte-radegonde-17;SAINTE-RADEGONDE;sainte radegonde;Sainte-Radegonde;17250;-0.874444;45.8467
luchat;LUCHAT;luchat;Luchat;17600;-0.766667;45.7167
barzan;BARZAN;barzan;Barzan;17120;-0.85;45.5333
saint-froult;SAINT-FROULT;saint froult;Saint-Froult;17780;-1.05;45.9167
rioux;RIOUX;rioux;Rioux;17460;-0.716667;45.6333
saint-julien-de-l-escap;SAINT-JULIEN-DE-L'ESCAP;saint julien de l escap;Saint-Julien-de-l'Escap;17400;-0.483333;45.9333
marans-17;MARANS;marans;Marans;17230;-1;46.3
essards-17;LES ESSARDS;les essards;Essards;17250;-0.766667;45.8
floirac-17;FLOIRAC;floirac;Floirac;17120;-0.75;45.4833
houmeau;L'HOUMEAU;l houmeau;L'Houmeau;17137;-1.16667;46.1833
cramchaban;CRAMCHABAN;cramchaban;Cramchaban;17170;-0.716667;46.2167
geay-17;GEAY;geay;Geay;17250;-0.766667;45.8667
saint-mard-17;SAINT-MARD;saint mard;Saint-Mard;17700;-0.716667;46.0833
bignay;BIGNAY;bignay;Bignay;17400;-0.6;45.9167
saint-pierre-de-l-isle;SAINT-PIERRE-DE-L'ISLE;saint pierre de l isle;Saint-Pierre-de-l'Isle;17330;-0.433333;46.0167
fontaine-chalendray;FONTAINE-CHALENDRAY;fontaine chalendray;Fontaine-Chalendray;17510;-0.183333;45.95
gonds;LES GONDS;les gonds;Gonds;17100;-0.616667;45.7167
soubran;SOUBRAN;soubran;Soubran;17150;-0.516667;45.35
saint-sulpice-de-royan;SAINT-SULPICE-DE-ROYAN;saint sulpice de royan;Saint-Sulpice-de-Royan;17200;-1.01667;45.6667
allas-bocage;ALLAS-BOCAGE;allas bocage;Allas-Bocage;17150;-0.483333;45.3833
angoulins;ANGOULINS;angoulins;Angoulins;17690;0.890001;46.1042
varzay;VARZAY;varzay;Varzay;17460;-0.733333;45.7
vaux-sur-mer;VAUX-SUR-MER;vaux sur mer;Vaux-sur-Mer;17640;-1.03333;45.65
bougneau;BOUGNEAU;bougneau;Bougneau;17800;-0.516667;45.6
chenac-saint-seurin-d-uzet;CHENAC-SAINT-SEURIN-D'UZET;chenac saint seurin d uzet;Chenac-Saint-Seurin-d'Uzet;17120;-0.826111;45.5173
blanzac-les-matha;BLANZAC-LES-MATHA;blanzac les matha;Blanzac-lès-Matha;17160;-0.35;45.8667
pere-17;PERE;pere;Péré;17700;-0.816667;46.0833
loire-les-marais;LOIRE-LES-MARAIS;loire les marais;Loire-les-Marais;17870;-0.916667;45.9833
saint-romain-sur-gironde;SAINT-ROMAIN-SUR-GIRONDE;saint romain sur gironde;Saint-Romain-sur-Gironde;17240;-0.75;45.45
thenac-17;THENAC;thenac;Thénac;17460;-0.65;45.6667
barde-17;LA BARDE;la barde;La Barde;17360;-0.033333;45.1333
massac-17;MASSAC;massac;Massac;17490;-0.216667;45.8667
sainte-meme;SAINTE-MEME;sainte meme;Sainte-Même;17770;-0.466667;45.8833
aujac-17;AUJAC;aujac;Aujac;17770;-0.4;45.85
anais-17;ANAIS;anais;Anais;17540;-0.908333;46.1833
courcerac;COURCERAC;courcerac;Courcerac;17160;-0.366667;45.8333
chaillevette;CHAILLEVETTE;chaillevette;Chaillevette;17890;-1.05;45.7333
saint-sorlin-de-conac;SAINT-SORLIN-DE-CONAC;saint sorlin de conac;Saint-Sorlin-de-Conac;17150;-0.683333;45.3667
sonnac-17;SONNAC;sonnac;Sonnac;17160;-0.266667;45.8333
saint-palais-de-negrignac;SAINT-PALAIS-DE-NEGRIGNAC;saint palais de negrignac;Saint-Palais-de-Négrignac;17210;-0.216667;45.2667
saint-ciers-champagne;SAINT-CIERS-CHAMPAGNE;saint ciers champagne;Saint-Ciers-Champagne;17520;-0.3;45.45
saint-denis-d-oleron;SAINT-DENIS-D'OLERON;saint denis d oleron;Saint-Denis-d'Oléron;17650;-1.38333;46.0333
coux-17;COUX;coux;Coux;17130;-0.416667;45.3167
louzignac;LOUZIGNAC;louzignac;Louzignac;17160;-0.233333;45.8333
nieul-sur-mer;NIEUL-SUR-MER;nieul sur mer;Nieul-sur-Mer;17137;-1.16667;46.2
chay-17;LE CHAY;le chay;Le Chay;17600;-0.897222;45.6414
consac;CONSAC;consac;Consac;17150;-0.6;45.4167
fouilloux;LE FOUILLOUX;le fouilloux;Le Fouilloux;17270;-0.116667;45.1833
dampierre-sur-boutonne;DAMPIERRE-SUR-BOUTONNE;dampierre sur boutonne;Dampierre-sur-Boutonne;17470;-0.4;46.0667
plassay;PLASSAY;plassay;Plassay;17250;-0.733333;45.8167
ferrieres-17;FERRIERES;ferrieres;Ferrières;17170;-0.85;46.2333
chevanceaux;CHEVANCEAUX;chevanceaux;Chevanceaux;17210;-0.233333;45.3
migre;MIGRE;migre;Migré;17330;-0.55;46.0667
bran;BRAN;bran;Bran;17210;-0.266667;45.35
bourgneuf-17;BOURGNEUF;bourgneuf;Bourgneuf;17220;-1.01667;46.1667
arvert;ARVERT;arvert;Arvert;17530;-1.13333;45.7333
lonzac-17;LONZAC;lonzac;Lonzac;17520;-0.4;45.6
saint-cyr-du-doret;SAINT-CYR-DU-DORET;saint cyr du doret;Saint-Cyr-du-Doret;17170;-0.816667;46.2667
saint-martial-de-mirambeau;SAINT-MARTIAL-DE-MIRAMBEAU;saint martial de mirambeau;Saint-Martial-de-Mirambeau;17150;-0.6;45.3833
lussac-17;LUSSAC;lussac;Lussac;17500;-0.483333;45.4667
saint-leger-17;SAINT-LEGER;saint leger;Saint-Léger;17800;-0.583333;45.6167
bernay-saint-martin;BERNAY-SAINT-MARTIN;bernay saint martin;Bernay-Saint-Martin;17330;-0.620278;46.0645
berneuil-17;BERNEUIL;berneuil;Berneuil;17460;-0.6;45.65
mathes;LES MATHES;les mathes;Mathes;17570;-1.15;45.7167
vinax;VINAX;vinax;Vinax;17510;-0.2;46.0333
vanzac;VANZAC;vanzac;Vanzac;17500;-0.3;45.3667
saint-martin-de-re;SAINT-MARTIN-DE-RE;saint martin de re;Saint-Martin-de-Ré;17410;-1.36667;46.2
bois-plage-en-re;LE BOIS-PLAGE-EN-RE;le bois plage en re;Le Bois-Plage-en-Ré;17580;-1.38333;46.1833
jussas;JUSSAS;jussas;Jussas;17130;-0.35;45.2833
mazerolles-17;MAZEROLLES;mazerolles;Mazerolles;17800;-0.583333;45.55
jard;LA JARD;la jard;La Jard;17460;-0.583333;45.65
saint-seurin-de-palenne;SAINT-SEURIN-DE-PALENNE;saint seurin de palenne;Saint-Seurin-de-Palenne;17800;-0.516667;45.6333
chaniers;CHANIERS;chaniers;Chaniers;17610;-0.55;45.7167
pont-l-abbe-d-arnoult;PONT-L'ABBE-D'ARNOULT;pont l abbe d arnoult;Pont-l'Abbé-d'Arnoult;17250;-0.883333;45.8333
moragne;MORAGNE;moragne;Moragne;17430;-0.8;45.9667
saujon;SAUJON;saujon;Saujon;17600;-0.916667;45.6667
pessines;PESSINES;pessines;Pessines;17810;-0.716667;45.7333
fleac-sur-seugne;FLEAC-SUR-SEUGNE;fleac sur seugne;Fléac-sur-Seugne;17800;-0.533333;45.5333
chepniers;CHEPNIERS;chepniers;Chepniers;17210;-0.3;45.25
ozillac;OZILLAC;ozillac;Ozillac;17500;-0.4;45.4
andilly-17;ANDILLY;andilly;Andilly;17230;-1.03333;46.25
chambon-17;CHAMBON;chambon;Chambon;17290;-0.85;46.1333
taillebourg-17;TAILLEBOURG;taillebourg;Taillebourg;17350;-0.65;45.8333
breuil-magne;BREUIL-MAGNE;breuil magne;Breuil-Magné;17870;-0.966667;45.9833
clotte;LA CLOTTE;la clotte;La Clotte;17360;-0.15;45.1167
saint-severin-sur-boutonne;SAINT-SEVERIN-SUR-BOUTONNE;saint severin sur boutonne;Saint-Séverin-sur-Boutonne;17330;-0.416667;46.0833
perignac-17;PERIGNAC;perignac;Pérignac;17800;-0.466667;45.6167
saint-dizant-du-bois;SAINT-DIZANT-DU-BOIS;saint dizant du bois;Saint-Dizant-du-Bois;17150;-0.566667;45.4
saint-christophe-17;SAINT-CHRISTOPHE;saint christophe;Saint-Christophe;17220;-0.933333;46.1333
saint-pardoult;SAINT-PARDOULT;saint pardoult;Saint-Pardoult;17400;-0.45;46
thors-17;THORS;thors;Thors;17160;-0.316667;45.8333
colombiers-17;COLOMBIERS;colombiers;Colombiers;17460;-0.55;45.65
semillac;SEMILLAC;semillac;Semillac;17150;-0.6;45.4
rochelle-17;LA ROCHELLE;la rochelle;La Rochelle;17000;-1.15;46.1667
saint-germain-de-lusignan;SAINT-GERMAIN-DE-LUSIGNAN;saint germain de lusignan;Saint-Germain-de-Lusignan;17500;-0.466667;45.45
saint-laurent-de-la-pree;SAINT-LAURENT-DE-LA-PREE;saint laurent de la pree;Saint-Laurent-de-la-Prée;17450;-1.03333;45.9833
villars-en-pons;VILLARS-EN-PONS;villars en pons;Villars-en-Pons;17260;-0.616667;45.6
mung;LE MUNG;le mung;Le Mung;17350;-0.7;45.8667
sainte-gemme-17;SAINTE-GEMME;sainte gemme;Sainte-Gemme;17250;-0.888611;45.7714
semussac;SEMUSSAC;semussac;Semussac;17120;-0.916667;45.6
saint-laurent-de-la-barriere;SAINT-LAURENT-DE-LA-BARRIERE;saint laurent de la barriere;Saint-Laurent-de-la-Barrière;17380;-0.7;46.0333
benon;BENON;benon;Benon;17170;-0.816667;46.2
archiac;ARCHIAC;archiac;Archiac;17520;-0.3;45.5167
jarrie-17;LA JARRIE;la jarrie;La Jarrie;17220;-1.01667;46.1333
saint-cesaire;SAINT-CESAIRE;saint cesaire;Saint-Césaire;17770;-0.506111;45.7531
saint-ciers-du-taillon;SAINT-CIERS-DU-TAILLON;saint ciers du taillon;Saint-Ciers-du-Taillon;17240;-0.65;45.4167
flotte;LA FLOTTE;la flotte;La Flotte;17630;-1.33333;46.1833
saint-georges-d-oleron;SAINT-GEORGES-D'OLERON;saint georges d oleron;Saint-Georges-d'Oléron;17190;-1.33333;45.9833
thou-17;LE THOU;le thou;Le Thou;17290;-0.916667;46.0833
saint-georges-de-longuepierre;SAINT-GEORGES-DE-LONGUEPIERRE;saint georges de longuepierre;Saint-Georges-de-Longuepierre;17470;-0.4;46.0333
eguille;L'EGUILLE;l eguille;L'Éguille;17600;-0.983333;45.7
dompierre-sur-charente;DOMPIERRE-SUR-CHARENTE;dompierre sur charente;Dompierre-sur-Charente;17610;-0.483333;45.7
neuillac;NEUILLAC;neuillac;Neuillac;17520;-0.4;45.5167
doeuil-sur-le-mignon;DOEUIL-SUR-LE-MIGNON;doeuil sur le mignon;Dœuil-sur-le-Mignon;17330;-0.533333;46.1167
aytre;AYTRE;aytre;Aytré;17440;-1.1;46.1333
saint-martial-sur-ne;SAINT-MARTIAL-SUR-NE;saint martial sur ne;Saint-Martial-sur-Né;17520;-0.366667;45.5833
angliers-17;ANGLIERS;angliers;Angliers;17540;-0.949722;46.212
bords;BORDS;bords;Bords;17430;-0.8;45.9
bussac-foret;BUSSAC-FORET;bussac foret;Bussac-Forêt;17210;-0.366667;45.2167
landes;LANDES;landes;Landes;17380;-0.6;45.9833
chapelle-des-pots;LA CHAPELLE-DES-POTS;la chapelle des pots;La Chapelle-des-Pots;17100;-0.533333;45.7667
agudelle;AGUDELLE;agudelle;Agudelle;17500;-0.466667;45.3833
virson;VIRSON;virson;Virson;17290;-0.9;46.1333
saint-germain-de-marencennes;SAINT-GERMAIN-DE-MARENCENNES;saint germain de marencennes;Saint-Germain-de-Marencennes;17700;-0.783333;46.0667
arces;ARCES;arces;Arces;17120;-0.859722;45.5531
sainte-colombe-17;SAINTE-COLOMBE;sainte colombe;Sainte-Colombe;17210;-0.280556;45.2831
saint-gregoire-d-ardennes;SAINT-GREGOIRE-D'ARDENNES;saint gregoire d ardennes;Saint-Grégoire-d'Ardennes;17240;-0.5;45.5
tesson;TESSON;tesson;Tesson;17460;-0.65;45.6333
chaunac;CHAUNAC;chaunac;Chaunac;17130;-0.366667;45.3667
contre-17;CONTRE;contre;Contré;17470;-0.283333;46.0167
breuil-la-reorte;BREUIL-LA-REORTE;breuil la reorte;Breuil-la-Réorte;17700;-0.683333;46.05
villars-les-bois;VILLARS-LES-BOIS;villars les bois;Villars-les-Bois;17770;-0.433333;45.8
royan;ROYAN;royan;Royan;17200;-1.03333;45.6333
echebrune;ECHEBRUNE;echebrune;Échebrune;17800;-0.45;45.5833
cravans;CRAVANS;cravans;Cravans;17260;-0.7;45.6
seure;LE SEURE;le seure;Le Seure;17770;-0.366667;45.7833
saint-simon-de-pellouaille;SAINT-SIMON-DE-PELLOUAILLE;saint simon de pellouaille;Saint-Simon-de-Pellouaille;17260;-0.7;45.6167
marignac-17;MARIGNAC;marignac;Marignac;17800;-0.483333;45.5167
sainte-lheurine;SAINTE-LHEURINE;sainte lheurine;Sainte-Lheurine;17520;-0.366667;45.5333
cherac;CHERAC;cherac;Chérac;17610;-0.433333;45.7
couarde-sur-mer;LA COUARDE-SUR-MER;la couarde sur mer;La Couarde-sur-Mer;17670;-1.4;46.2
dolus-d-oleron;DOLUS-D'OLERON;dolus d oleron;Dolus-d'Oléron;17550;0.739168;45.9112
bussac-sur-charente;BUSSAC-SUR-CHARENTE;bussac sur charente;Bussac-sur-Charente;17100;-0.634167;45.7862
saint-sulpice-d-arnoult;SAINT-SULPICE-D'ARNOULT;saint sulpice d arnoult;Saint-Sulpice-d'Arnoult;17250;-0.85;45.8
saint-pierre-de-juillers;SAINT-PIERRE-DE-JUILLERS;saint pierre de juillers;Saint-Pierre-de-Juillers;17400;-0.366667;45.9333
saint-augustin-17;SAINT-AUGUSTIN;saint augustin;Saint-Augustin;17570;-1.11667;45.6833
saleignes;SALEIGNES;saleignes;Saleignes;17510;-0.183333;46.0167
germignac;GERMIGNAC;germignac;Germignac;17520;-0.333333;45.5667
nieul-le-virouil;NIEUL-LE-VIROUIL;nieul le virouil;Nieul-le-Virouil;17150;-0.533333;45.4167
croix-comtesse;LA CROIX-COMTESSE;la croix comtesse;La Croix-Comtesse;17330;-0.483333;46.0833
tonnay-boutonne;TONNAY-BOUTONNE;tonnay boutonne;Tonnay-Boutonne;17380;-0.716667;45.9667
longeves-17;LONGEVES;longeves;Longèves;17230;-0.983333;46.2333
saint-hilaire-de-villefranche;SAINT-HILAIRE-DE-VILLEFRANCHE;saint hilaire de villefranche;Saint-Hilaire-de-Villefranche;17770;-0.533333;45.85
bagnizeau;BAGNIZEAU;bagnizeau;Bagnizeau;17160;-0.316667;45.8833
salignac-de-mirambeau;SALIGNAC-DE-MIRAMBEAU;salignac de mirambeau;Salignac-de-Mirambeau;17130;-0.483333;45.35
beaugeay;BEAUGEAY;beaugeay;Beaugeay;17620;-0.983333;45.8667
saint-martin-de-juillers;SAINT-MARTIN-DE-JUILLERS;saint martin de juillers;Saint-Martin-de-Juillers;17400;-0.366667;45.9333
marsais;MARSAIS;marsais;Marsais;17700;-0.6;46.1167
cresse-17;CRESSE;cresse;Cressé;17160;-0.216667;45.9167
avy;AVY;avy;Avy;17800;-0.5;45.55
burie;BURIE;burie;Burie;17770;-0.416667;45.7667
gicq;LE GICQ;le gicq;Le Gicq;17160;-0.25;45.9333
boscamnant;BOSCAMNANT;boscamnant;Boscamnant;17360;-0.066667;45.2
vouhe-17;VOUHE;vouhe;Vouhé;17700;-0.783333;46.1333
saint-genis-de-saintonge;SAINT-GENIS-DE-SAINTONGE;saint genis de saintonge;Saint-Genis-de-Saintonge;17240;-0.566667;45.4833
cozes;COZES;cozes;Cozes;17120;-0.833333;45.5833
vibrac-17;VIBRAC;vibrac;Vibrac;17130;-0.341667;45.3583
polignac-17;POLIGNAC;polignac;Polignac;17210;-0.3;45.2833
taugon;TAUGON;taugon;Taugon;17170;-0.833333;46.3
annepont;ANNEPONT;annepont;Annepont;17350;-0.616667;45.85
champagnolles;CHAMPAGNOLLES;champagnolles;Champagnolles;17240;-0.633333;45.5167
meux-17;MEUX;meux;Meux;17500;-0.35;45.45
croix-chapeau;CROIX-CHAPEAU;croix chapeau;Croix-Chapeau;17220;-1;46.1
mirambeau-17;MIRAMBEAU;mirambeau;Mirambeau;17150;-0.566667;45.3667
bree-les-bains;LA BREE-LES-BAINS;la bree les bains;La Brée-les-Bains;17840;-1.35;46.0167
bedenac;BEDENAC;bedenac;Bedenac;17210;-0.3;45.1667
expiremont;EXPIREMONT;expiremont;Expiremont;17130;-0.366667;45.3167
champagnac-17;CHAMPAGNAC;champagnac;Champagnac;17500;-0.383333;45.4167
thezac-17;THEZAC;thezac;Thézac;17600;-0.783333;45.6667
chantemerle-sur-la-soie;CHANTEMERLE-SUR-LA-SOIE;chantemerle sur la soie;Chantemerle-sur-la-Soie;17380;-0.65;45.9833
ternant-17;TERNANT;ternant;Ternant;17400;-0.583333;45.95
