nom1;nom2;nom3;nom4;code_postal;longitude;latitude
peyriat;PEYRIAT;peyriat;Peyriat;1430;5.51667;46.15
evosges;EVOSGES;evosges;Évosges;1230;5.5;45.9583
poncin;PONCIN;poncin;Poncin;1450;5.4;46.0833
crans-01;CRANS;crans;Crans;1320;5.21667;45.9667
montreal-la-cluse;MONTREAL-LA-CLUSE;montreal la cluse;Montréal-la-Cluse;1460;5.57084;46.1867
cleyzieu;CLEYZIEU;cleyzieu;Cleyzieu;1230;5.43333;45.9
lompnieu;LOMPNIEU;lompnieu;Lompnieu;1260;5.65;45.9667
villereversure;VILLEREVERSURE;villereversure;Villereversure;1250;5.38333;46.1833
saint-martin-du-mont-01;SAINT-MARTIN-DU-MONT;saint martin du mont;Saint-Martin-du-Mont;1160;5.33333;46.1
saint-genis-pouilly;SAINT-GENIS-POUILLY;saint genis pouilly;Saint-Genis-Pouilly;1630;6.01667;46.25
bolozon;BOLOZON;bolozon;Bolozon;1450;5.48333;46.2
confrancon;CONFRANCON;confrancon;Confrançon;1310;5.06667;46.2667
lochieu;LOCHIEU;lochieu;Lochieu;1260;5.71667;45.9333
chanoz-chatenay;CHANOZ-CHATENAY;chanoz chatenay;Chanoz-Châtenay;1400;5.03333;46.1833
villebois;VILLEBOIS;villebois;Villebois;1150;5.43333;45.85
ceignes;CEIGNES;ceignes;Ceignes;1430;5.5;46.1167
saint-didier-sur-chalaronne;SAINT-DIDIER-SUR-CHALARONNE;saint didier sur chalaronne;Saint-Didier-sur-Chalaronne;1140;4.81667;46.1667
revonnas;REVONNAS;revonnas;Revonnas;1250;5.33333;46.1667
bourg-saint-christophe;BOURG-SAINT-CHRISTOPHE;bourg saint christophe;Bourg-Saint-Christophe;1800;5.16667;45.8833
condeissiat;CONDEISSIAT;condeissiat;Condeissiat;1400;5.08333;46.1667
pirajoux;PIRAJOUX;pirajoux;Pirajoux;1270;5.3;46.3833
chalamont;CHALAMONT;chalamont;Chalamont;1320;5.16667;46
plantay;LE PLANTAY;le plantay;Le Plantay;1330;5.08333;46.0167
versailleux;VERSAILLEUX;versailleux;Versailleux;1330;5.1;45.9833
montagnat;MONTAGNAT;montagnat;Montagnat;1250;5.28333;46.1667
vieu;VIEU;vieu;Vieu;1260;5.68333;45.9
saint-andre-de-corcy;SAINT-ANDRE-DE-CORCY;saint andre de corcy;Saint-André-de-Corcy;1390;4.95;45.9167
bressolles-01;BRESSOLLES;bressolles;Bressolles;1360;5.1;45.8667
peronnas;PERONNAS;peronnas;Péronnas;1960;5.2;46.1833
colomieu;COLOMIEU;colomieu;Colomieu;1300;5.61667;45.7333
monthieux;MONTHIEUX;monthieux;Monthieux;1390;4.93333;45.95
saint-jean-sur-reyssouze;SAINT-JEAN-SUR-REYSSOUZE;saint jean sur reyssouze;Saint-Jean-sur-Reyssouze;1560;5.06667;46.4
garnerans;GARNERANS;garnerans;Garnerans;1140;4.83333;46.2
montrevel-en-bresse;MONTREVEL-EN-BRESSE;montrevel en bresse;Montrevel-en-Bresse;1340;5.13333;46.3333
conand;CONAND;conand;Conand;1230;5.46667;45.8833
challes-la-montagne;CHALLES-LA-MONTAGNE;challes la montagne;Challes-la-Montagne;1450;5.46667;46.1333
mogneneins;MOGNENEINS;mogneneins;Mogneneins;1140;4.81667;46.1333
thoissey;THOISSEY;thoissey;Thoissey;1140;4.8;46.1667
chaleins;CHALEINS;chaleins;Chaleins;1480;4.8;46.0333
neuville-sur-ain;NEUVILLE-SUR-AIN;neuville sur ain;Neuville-sur-Ain;1160;5.36667;46.0833
thil-01;THIL;thil;Thil;1120;5.01667;45.8167
jujurieux;JUJURIEUX;jujurieux;Jujurieux;1640;5.41667;46.0333
oncieu;ONCIEU;oncieu;Oncieu;1230;5.46667;45.95
lurcy;LURCY;lurcy;Lurcy;1090;4.76667;46.0667
balan-01;BALAN;balan;Balan;1360;5.1;45.8333
ambutrix;AMBUTRIX;ambutrix;Ambutrix;1500;5.33333;45.9333
sainte-croix-01;SAINTE-CROIX;sainte croix;Sainte-Croix;1120;5.05195;45.8942
blyes;BLYES;blyes;Blyes;1150;5.25;45.85
conzieu;CONZIEU;conzieu;Conzieu;1300;5.6;45.7333
nievroz;NIEVROZ;nievroz;Niévroz;1120;5.06667;45.8333
nurieux-volognat;NURIEUX-VOLOGNAT;nurieux volognat;Nurieux-Volognat;1460;5.52667;46.1856
ambleon;AMBLEON;ambleon;Ambléon;1300;5.6;45.75
saint-maurice-de-gourdans;SAINT-MAURICE-DE-GOURDANS;saint maurice de gourdans;Saint-Maurice-de-Gourdans;1800;5.2;45.8167
chezery-forens;CHEZERY-FORENS;chezery forens;Chézery-Forens;1200;5.88333;46.2167
sault-brenaz;SAULT-BRENAZ;sault brenaz;Sault-Brénaz;1150;5.41667;45.85
murs-et-gelignieux;MURS-ET-GELIGNIEUX;murs et gelignieux;Murs-et-Gélignieux;1300;5.66667;45.6333
petit-abergement;LE PETIT-ABERGEMENT;le petit abergement;Le Petit-Abergement;1260;5.65;46.0333
cormoz;CORMOZ;cormoz;Cormoz;1560;5.23333;46.45
saint-martin-de-bavel;SAINT-MARTIN-DE-BAVEL;saint martin de bavel;Saint-Martin-de-Bavel;1510;5.68333;45.85
saint-trivier-de-courtes;SAINT-TRIVIER-DE-COURTES;saint trivier de courtes;Saint-Trivier-de-Courtes;1560;5.08333;46.4667
boyeux-saint-jerome;BOYEUX-SAINT-JEROME;boyeux saint jerome;Boyeux-Saint-Jérôme;1640;5.46667;46.0333
chateau-gaillard;CHATEAU-GAILLARD;chateau gaillard;Château-Gaillard;1500;5.3;45.9667
premeyzel;PREMEYZEL;premeyzel;Prémeyzel;1300;5.65;45.6833
arandas;ARANDAS;arandas;Arandas;1230;5.48333;45.9
chatenay-01;CHATENAY;chatenay;Châtenay;1320;5.2;46.0333
innimond;INNIMOND;innimond;Innimond;1680;5.56667;45.7833
boz;BOZ;boz;Boz;1190;4.9;46.4
briord;BRIORD;briord;Briord;1470;5.46667;45.7833
reyrieux;REYRIEUX;reyrieux;Reyrieux;1600;4.81667;45.9333
matafelon-granges;MATAFELON-GRANGES;matafelon granges;Matafelon-Granges;1580;5.56667;46.2667
drom;DROM;drom;Drom;1250;5.36667;46.2167
chatillon-en-michaille;CHATILLON-EN-MICHAILLE;chatillon en michaille;Châtillon-en-Michaille;1200;5.78333;46.1333
polliat;POLLIAT;polliat;Polliat;1310;5.13333;46.25
vesancy;VESANCY;vesancy;Vesancy;1170;6.08333;46.35
massieux;MASSIEUX;massieux;Massieux;1600;4.83333;45.9167
saint-cyr-sur-menthon;SAINT-CYR-SUR-MENTHON;saint cyr sur menthon;Saint-Cyr-sur-Menthon;1380;4.98333;46.2667
serrieres-sur-ain;SERRIERES-SUR-AIN;serrieres sur ain;Serrières-sur-Ain;1450;5.45;46.15
nivollet-montgriffon;NIVOLLET-MONTGRIFFON;nivollet montgriffon;Nivollet-Montgriffon;1230;5.43333;45.9833
izernore;IZERNORE;izernore;Izernore;1580;5.55;46.2167
saint-nizier-le-desert;SAINT-NIZIER-LE-DESERT;saint nizier le desert;Saint-Nizier-le-Désert;1320;5.15;46.05
guereins;GUEREINS;guereins;Guéreins;1090;4.78333;46.1
illiat;ILLIAT;illiat;Illiat;1140;4.88333;46.1833
trancliere;LA TRANCLIERE;la trancliere;La Tranclière;1160;5.26667;46.1167
saint-didier-de-formans;SAINT-DIDIER-DE-FORMANS;saint didier de formans;Saint-Didier-de-Formans;1600;4.78333;45.95
merignat;MERIGNAT;merignat;Mérignat;1450;5.43333;46.0667
saint-eloi-01;SAINT-ELOI;saint eloi;Saint-Éloi;1800;5.15;45.9333
chapelle-du-chatelard;LA CHAPELLE-DU-CHATELARD;la chapelle du chatelard;La Chapelle-du-Châtelard;1240;5.03333;46.0667
saint-jean-de-niost;SAINT-JEAN-DE-NIOST;saint jean de niost;Saint-Jean-de-Niost;1800;5.21667;45.8333
savigneux-01;SAVIGNEUX;savigneux;Savigneux;1480;4.85;46
nattages;NATTAGES;nattages;Nattages;1300;5.76667;45.7333
saint-benoît-01;SAINT-BENOIT;saint benoit;Saint-Benoît;1300;5.58333;45.7
douvres;DOUVRES;douvres;Douvres;1500;5.36667;45.9833
francheleins;FRANCHELEINS;francheleins;Francheleins;1090;4.8;46.0667
dortan;DORTAN;dortan;Dortan;1590;5.66667;46.3167
saint-germain-les-paroisses;SAINT-GERMAIN-LES-PAROISSES;saint germain les paroisses;Saint-Germain-les-Paroisses;1300;5.61667;45.7667
miribel-01;MIRIBEL;miribel;Miribel;1700;4.95306;45.8245
lancrans;LANCRANS;lancrans;Lancrans;1200;5.83333;46.1333
echenevex;ECHENEVEX;echenevex;Échenevex;1170;6.03333;46.3167
saint-jean-sur-veyle;SAINT-JEAN-SUR-VEYLE;saint jean sur veyle;Saint-Jean-sur-Veyle;1290;4.91667;46.25
billiat;BILLIAT;billiat;Billiat;1200;5.78333;46.0667
abergement-de-varey;L'ABERGEMENT-DE-VAREY;l abergement de varey;L'Abergement-de-Varey;1640;5.41667;46
villeneuve-01;VILLENEUVE;villeneuve;Villeneuve;1480;4.83667;46.0212
villars-les-dombes;VILLARS-LES-DOMBES;villars les dombes;Villars-les-Dombes;1330;5.01667;46
thezillieu;THEZILLIEU;thezillieu;Thézillieu;1110;5.6;45.8833
saint-etienne-sur-reyssouze;SAINT-ETIENNE-SUR-REYSSOUZE;saint etienne sur reyssouze;Saint-Étienne-sur-Reyssouze;1190;5;46.4
souclin;SOUCLIN;souclin;Souclin;1150;5.41667;45.8667
saint-just-01;SAINT-JUST;saint just;Saint-Just;1250;5.28;46.1903
civrieux;CIVRIEUX;civrieux;Civrieux;1390;4.88333;45.9167
argis;ARGIS;argis;Argis;1230;5.48333;45.9333
talissieu;TALISSIEU;talissieu;Talissieu;1510;5.71667;45.8667
birieux;BIRIEUX;birieux;Birieux;1330;5.03333;45.95
saint-julien-sur-veyle;SAINT-JULIEN-SUR-VEYLE;saint julien sur veyle;Saint-Julien-sur-Veyle;1540;4.95;46.2
thoiry-01;THOIRY;thoiry;Thoiry;1710;5.97973;46.2364
laiz;LAIZ;laiz;Laiz;1290;4.88333;46.25
cressin-rochefort;CRESSIN-ROCHEFORT;cressin rochefort;Cressin-Rochefort;1350;5.76667;45.7667
saint-champ;SAINT-CHAMP;saint champ;Saint-Champ;1300;5.73333;45.7833
saint-georges-sur-renon;SAINT-GEORGES-SUR-RENON;saint georges sur renon;Saint-Georges-sur-Renon;1400;5.03333;46.1
lantenay-01;LANTENAY;lantenay;Lantenay;1430;5.53333;46.05
vernoux;VERNOUX;vernoux;Vernoux;1560;5.11667;46.4833
cormaranche-en-bugey;CORMARANCHE-EN-BUGEY;cormaranche en bugey;Cormaranche-en-Bugey;1110;5.6;45.95
sainte-euphemie;SAINTE-EUPHEMIE;sainte euphemie;Sainte-Euphémie;1600;4.78333;45.9667
beaupont;BEAUPONT;beaupont;Beaupont;1270;5.26667;46.4
brens-01;BRENS;brens;Brens;1300;5.69473;45.7187
ramasse;RAMASSE;ramasse;Ramasse;1250;5.35;46.2
divonne-les-bains;DIVONNE-LES-BAINS;divonne les bains;Divonne-les-Bains;1220;6.13333;46.3667
leaz;LEAZ;leaz;Léaz;1200;5.88333;46.1
villes;VILLES;villes;Villes;1200;5.78333;46.0833
saint-julien-sur-reyssouze;SAINT-JULIEN-SUR-REYSSOUZE;saint julien sur reyssouze;Saint-Julien-sur-Reyssouze;1560;5.11667;46.4
groslee;GROSLEE;groslee;Groslée;1680;5.56667;45.7167
vandeins;VANDEINS;vandeins;Vandeins;1660;5.08333;46.2167
verjon;VERJON;verjon;Verjon;1270;5.35;46.35
saint-andre-sur-vieux-jonc;SAINT-ANDRE-SUR-VIEUX-JONC;saint andre sur vieux jonc;Saint-André-sur-Vieux-Jonc;1240;5.06667;46.15
saint-andre-d-huiriat;SAINT-ANDRE-D'HUIRIAT;saint andre d huiriat;Saint-André-d'Huiriat;1290;4.91667;46.2167
grilly;GRILLY;grilly;Grilly;1220;6.11667;46.3333
cessy;CESSY;cessy;Cessy;1170;6.06667;46.3167
ordonnaz;ORDONNAZ;ordonnaz;Ordonnaz;1510;5.53333;45.8333
vescours;VESCOURS;vescours;Vescours;1560;5.03333;46.4667
meillonnas;MEILLONNAS;meillonnas;Meillonnas;1370;5.35;46.25
geovreisset;GEOVREISSET;geovreisset;Géovreisset;1100;5.6;46.25
ceyzerieu;CEYZERIEU;ceyzerieu;Ceyzérieu;1350;5.73333;45.8333
beard-geovreissiat;BEARD-GEOVREISSIAT;beard geovreissiat;Béard-Géovreissiat;1460;5.56667;46.2
burbanche;LA BURBANCHE;la burbanche;La Burbanche;1510;5.56667;45.85
perrex;PERREX;perrex;Perrex;1540;4.98333;46.2333
villemotier;VILLEMOTIER;villemotier;Villemotier;1270;5.31667;46.35
jasseron;JASSERON;jasseron;Jasseron;1250;5.33333;46.2167
corveissiat;CORVEISSIAT;corveissiat;Corveissiat;1250;5.48333;46.2333
journans;JOURNANS;journans;Journans;1250;5.33333;46.15
sermoyer;SERMOYER;sermoyer;Sermoyer;1190;4.98333;46.5
charix;CHARIX;charix;Charix;1130;5.68333;46.1833
arbignieu;ARBIGNIEU;arbignieu;Arbignieu;1300;5.65;45.7333
leyssard;LEYSSARD;leyssard;Leyssard;1450;5.46667;46.1667
saint-jean-de-thurigneux;SAINT-JEAN-DE-THURIGNEUX;saint jean de thurigneux;Saint-Jean-de-Thurigneux;1390;4.88333;45.95
frans;FRANS;frans;Frans;1480;4.78333;45.9833
tenay;TENAY;tenay;Tenay;1230;5.5;45.9167
bage-la-ville;BAGE-LA-VILLE;bage la ville;Bâgé-la-Ville;1380;4.95;46.3167
montmerle-sur-saone;MONTMERLE-SUR-SAONE;montmerle sur saone;Montmerle-sur-Saône;1090;4.76667;46.0833
courmangoux;COURMANGOUX;courmangoux;Courmangoux;1370;5.36667;46.3333
baneins;BANEINS;baneins;Baneins;1990;4.9;46.1167
lagnieu;LAGNIEU;lagnieu;Lagnieu;1150;5.35;45.9
attignat;ATTIGNAT;attignat;Attignat;1340;5.16667;46.2833
saint-andre-de-bage;SAINT-ANDRE-DE-BAGE;saint andre de bage;Saint-André-de-Bâgé;1380;4.91667;46.3
pont-de-vaux;PONT-DE-VAUX;pont de vaux;Pont-de-Vaux;1190;4.93333;46.4333
amberieu-en-bugey;AMBERIEU-EN-BUGEY;amberieu en bugey;Ambérieu-en-Bugey;1500;5.35;45.95
peyzieux-sur-saone;PEYZIEUX-SUR-SAONE;peyzieux sur saone;Peyzieux-sur-Saône;1140;4.81667;46.1167
crozet-01;CROZET;crozet;Crozet;1170;6.01251;46.2806
seyssel-01;SEYSSEL;seyssel;Seyssel;1420;5.83194;45.9597
beynost;BEYNOST;beynost;Beynost;1700;5;45.8333
versonnex-01;VERSONNEX;versonnex;Versonnex;1210;6.09723;46.3023
saint-laurent-sur-saone;SAINT-LAURENT-SUR-SAONE;saint laurent sur saone;Saint-Laurent-sur-Saône;1620;4.83333;46.3
artemare;ARTEMARE;artemare;Artemare;1510;5.7;45.8667
montracol;MONTRACOL;montracol;Montracol;1310;5.11667;46.1833
parves;PARVES;parves;Parves;1300;5.75;45.75
pugieu;PUGIEU;pugieu;Pugieu;1510;5.65;45.8167
virieu-le-grand;VIRIEU-LE-GRAND;virieu le grand;Virieu-le-Grand;1510;5.65;45.85
saint-remy-01;SAINT-REMY;saint remy;Saint-Rémy;1310;5.16667;46.1833
rance;RANCE;rance;Rancé;1390;4.86667;45.9667
grieges;GRIEGES;grieges;Grièges;1290;4.85;46.25
grand-corent;GRAND-CORENT;grand corent;Grand-Corent;1250;5.43333;46.2
outriaz;OUTRIAZ;outriaz;Outriaz;1430;5.55;46.0667
montagnieu-01;MONTAGNIEU;montagnieu;Montagnieu;1470;5.46667;45.8
champagne-en-valromey;CHAMPAGNE-EN-VALROMEY;champagne en valromey;Champagne-en-Valromey;1260;5.68333;45.9
amberieux-en-dombes;AMBERIEUX-EN-DOMBES;amberieux en dombes;Ambérieux-en-Dombes;1330;4.9;46
boisse-01;LA BOISSE;la boisse;La Boisse;1120;5.03333;45.85
parcieux;PARCIEUX;parcieux;Parcieux;1600;4.81667;45.9167
saint-didier-d-aussiat;SAINT-DIDIER-D'AUSSIAT;saint didier d aussiat;Saint-Didier-d'Aussiat;1340;5.06667;46.3
saint-nizier-le-bouchoux;SAINT-NIZIER-LE-BOUCHOUX;saint nizier le bouchoux;Saint-Nizier-le-Bouchoux;1560;5.15;46.45
ars-sur-formans;ARS-SUR-FORMANS;ars sur formans;Ars-sur-Formans;1480;4.81667;45.9833
anglefort;ANGLEFORT;anglefort;Anglefort;1350;5.80833;45.9167
corlier;CORLIER;corlier;Corlier;1110;5.5;46.0333
ferney-voltaire;FERNEY-VOLTAIRE;ferney voltaire;Ferney-Voltaire;1210;6.11667;46.25
saint-maurice-de-remens;SAINT-MAURICE-DE-REMENS;saint maurice de remens;Saint-Maurice-de-Rémens;1500;5.28333;45.95
chatillon-la-palud;CHATILLON-LA-PALUD;chatillon la palud;Châtillon-la-Palud;1320;5.25;45.9667
saint-sulpice-01;SAINT-SULPICE;saint sulpice;Saint-Sulpice;1340;5.04167;46.3203
saint-bois;SAINT-BOIS;saint bois;Saint-Bois;1300;5.63333;45.7
virignin;VIRIGNIN;virignin;Virignin;1300;5.71667;45.7167
premillieu;PREMILLIEU;premillieu;Prémillieu;1110;5.56667;45.8667
genouilleux;GENOUILLEUX;genouilleux;Genouilleux;1090;4.78333;46.1167
reyssouze;REYSSOUZE;reyssouze;Reyssouze;1190;4.91667;46.4333
collonges;COLLONGES;collonges;Collonges;1550;5.9;46.1333
saint-germain-de-joux;SAINT-GERMAIN-DE-JOUX;saint germain de joux;Saint-Germain-de-Joux;1130;5.73333;46.1833
bregnier-cordon;BREGNIER-CORDON;bregnier cordon;Brégnier-Cordon;1300;5.61667;45.65
saint-martin-le-chatel;SAINT-MARTIN-LE-CHATEL;saint martin le chatel;Saint-Martin-le-Châtel;1310;5.11667;46.2833
marignieu;MARIGNIEU;marignieu;Marignieu;1300;5.71667;45.8
neyrolles;LES NEYROLLES;les neyrolles;Neyrolles;1130;5.63333;46.1333
sulignat;SULIGNAT;sulignat;Sulignat;1400;4.96667;46.1667
beny;BENY;beny;Bény;1370;5.28333;46.3333
injoux-genissiat;INJOUX-GENISSIAT;injoux genissiat;Injoux-Génissiat;1200;5.78333;46.05
chanay;CHANAY;chanay;Chanay;1420;5.78333;46
chatillon-sur-chalaronne;CHATILLON-SUR-CHALARONNE;chatillon sur chalaronne;Châtillon-sur-Chalaronne;1400;4.96667;46.1167
farges-01;FARGES;farges;Farges;1550;5.91667;46.1667
saint-alban-01;SAINT-ALBAN;saint alban;Saint-Alban;1450;5.45;46.1
curtafond;CURTAFOND;curtafond;Curtafond;1310;5.08333;46.2667
viriat;VIRIAT;viriat;Viriat;1440;5.21667;46.25
belleydoux;BELLEYDOUX;belleydoux;Belleydoux;1130;5.76667;46.25
bage-le-chatel;BAGE-LE-CHATEL;bage le chatel;Bâgé-le-Châtel;1380;4.93333;46.3
sainte-olive;SAINTE-OLIVE;sainte olive;Sainte-Olive;1330;4.93333;46.0167
saint-genis-sur-menthon;SAINT-GENIS-SUR-MENTHON;saint genis sur menthon;Saint-Genis-sur-Menthon;1380;5.01667;46.2833
domsure;DOMSURE;domsure;Domsure;1270;5.3;46.4167
chavannes-sur-suran;CHAVANNES-SUR-SURAN;chavannes sur suran;Chavannes-sur-Suran;1250;5.41667;46.2667
priay;PRIAY;priay;Priay;1160;5.28333;46
peyrieu;PEYRIEU;peyrieu;Peyrieu;1300;5.67751;45.6767
lalleyriat;LALLEYRIAT;lalleyriat;Lalleyriat;1130;5.71667;46.15
sergy-01;SERGY;sergy;Sergy;1630;6;46.25
saint-martin-du-frene;SAINT-MARTIN-DU-FRENE;saint martin du frene;Saint-Martin-du-Frêne;1430;5.55;46.1333
saint-maurice-de-beynost;SAINT-MAURICE-DE-BEYNOST;saint maurice de beynost;Saint-Maurice-de-Beynost;1700;4.96667;45.8333
servas-01;SERVAS;servas;Servas;1240;5.16667;46.1333
cuzieu-01;CUZIEU;cuzieu;Cuzieu;1300;5.67445;45.8192
jayat;JAYAT;jayat;Jayat;1340;5.11667;46.3667
lavours;LAVOURS;lavours;Lavours;1350;5.76667;45.8
chevroux;CHEVROUX;chevroux;Chevroux;1190;4.95;46.3833
pollieu;POLLIEU;pollieu;Pollieu;1350;5.75;45.8
beligneux;BELIGNEUX;beligneux;Béligneux;1360;5.11667;45.8667
brenaz;BRENAZ;brenaz;Brénaz;1260;5.71667;45.95
benonces;BENONCES;benonces;Bénonces;1470;5.48333;45.8333
saint-jean-le-vieux-01;SAINT-JEAN-LE-VIEUX;saint jean le vieux;Saint-Jean-le-Vieux;1640;5.38917;46.0284
beauregard-01;BEAUREGARD;beauregard;Beauregard;1480;4.75139;46.002
oyonnax;OYONNAX;oyonnax;Oyonnax;1100;5.66667;46.25
mionnay;MIONNAY;mionnay;Mionnay;1390;4.93333;45.9
germagnat;GERMAGNAT;germagnat;Germagnat;1250;5.45;46.3167
coligny;COLIGNY;coligny;Coligny;1270;5.35;46.3833
simandre-sur-suran;SIMANDRE-SUR-SURAN;simandre sur suran;Simandre-sur-Suran;1250;5.41667;46.2167
abergement-clemenciat;L'ABERGEMENT-CLEMENCIAT;l abergement clemenciat;L'Abergement-Clémenciat;1400;4.91667;46.15
lescheroux;LESCHEROUX;lescheroux;Lescheroux;1560;5.15;46.4
ornex;ORNEX;ornex;Ornex;1210;6.1;46.2833
dommartin-01;DOMMARTIN;dommartin;Dommartin;1380;4.99167;46.3417
lompnas;LOMPNAS;lompnas;Lompnas;1680;5.51667;45.8
bettant;BETTANT;bettant;Bettant;1500;5.36667;45.9333
armix;ARMIX;armix;Armix;1510;5.58333;45.85
feillens;FEILLENS;feillens;Feillens;1570;4.88333;46.3333
chavornay;CHAVORNAY;chavornay;Chavornay;1510;5.7;45.8833
challex;CHALLEX;challex;Challex;1630;5.96667;46.1833
vongnes;VONGNES;vongnes;Vongnes;1350;5.71667;45.8167
magnieu;MAGNIEU;magnieu;Magnieu;1300;5.71667;45.7833
groissiat;GROISSIAT;groissiat;Groissiat;1810;5.6;46.2167
dompierre-sur-chalaronne;DOMPIERRE-SUR-CHALARONNE;dompierre sur chalaronne;Dompierre-sur-Chalaronne;1400;4.9;46.1333
montluel;MONTLUEL;montluel;Montluel;1120;05.05;45.85
poizat;LE POIZAT;le poizat;Le Poizat;1130;5.7;46.15
hostiaz;HOSTIAZ;hostiaz;Hostiaz;1110;5.53333;45.9
montanges;MONTANGES;montanges;Montanges;1200;5.8;46.1667
sainte-julie;SAINTE-JULIE;sainte julie;Sainte-Julie;1150;5.28333;45.8833
bey-01;BEY;bey;Bey;1290;4.85;46.2167
sonthonnax-la-montagne;SONTHONNAX-LA-MONTAGNE;sonthonnax la montagne;Sonthonnax-la-Montagne;1580;5.53333;46.2333
mezeriat;MEZERIAT;mezeriat;Mézériat;1660;5.03333;46.2333
bellignat;BELLIGNAT;bellignat;Bellignat;1810;5.61667;46.25
saint-marcel-01;SAINT-MARCEL;saint marcel;Saint-Marcel;1390;4.98723;45.9487
belley;BELLEY;belley;Belley;1300;5.68333;45.7667
corbonod;CORBONOD;corbonod;Corbonod;1420;5.81667;45.95
neyron;NEYRON;neyron;Neyron;1700;4.93223;45.8148
saint-paul-de-varax;SAINT-PAUL-DE-VARAX;saint paul de varax;Saint-Paul-de-Varax;1240;5.13333;46.1
pressiat;PRESSIAT;pressiat;Pressiat;1370;5.38333;46.3333
chazey-bons;CHAZEY-BONS;chazey bons;Chazey-Bons;1300;5.68333;45.8
servignat;SERVIGNAT;servignat;Servignat;1560;5.06667;46.4333
marlieux;MARLIEUX;marlieux;Marlieux;1240;5.06667;46.0667
andert-et-condon;ANDERT-ET-CONDON;andert et condon;Andert-et-Condon;1300;5.65;45.8
hautecourt-romaneche;HAUTECOURT-ROMANECHE;hautecourt romaneche;Hautecourt-Romanèche;1250;5.41667;46.1583
crottet;CROTTET;crottet;Crottet;1620;4.9;46.2833
druillat;DRUILLAT;druillat;Druillat;1160;5.31667;46.0667
dompierre-sur-veyle;DOMPIERRE-SUR-VEYLE;dompierre sur veyle;Dompierre-sur-Veyle;1240;5.2;46.0667
perouges;PEROUGES;perouges;Pérouges;1800;5.18333;45.9
rignieux-le-franc;RIGNIEUX-LE-FRANC;rignieux le franc;Rignieux-le-Franc;1800;5.18333;45.9333
giron;GIRON;giron;Giron;1130;5.76667;46.2333
cerdon-01;CERDON;cerdon;Cerdon;1450;5.46667;46.0833
cruzilles-les-mepillat;CRUZILLES-LES-MEPILLAT;cruzilles les mepillat;Cruzilles-lès-Mépillat;1290;4.88333;46.2167
lelex;LELEX;lelex;Lélex;1410;5.95;46.3
lhopital;LHOPITAL;lhopital;Lhôpital;1420;5.77834;46.0217
segny;SEGNY;segny;Ségny;1170;6.08333;46.3
cheignieu-la-balme;CHEIGNIEU-LA-BALME;cheignieu la balme;Cheignieu-la-Balme;1510;5.61667;45.8333
saint-vulbas;SAINT-VULBAS;saint vulbas;Saint-Vulbas;1150;5.28333;45.8333
echallon;ECHALLON;echallon;Échallon;1130;5.74139;46.21
montellier;LE MONTELLIER;le montellier;Le Montellier;1800;5.06667;45.9333
martignat;MARTIGNAT;martignat;Martignat;1810;5.6;46.2167
ceyzeriat;CEYZERIAT;ceyzeriat;Ceyzériat;1250;5.31667;46.1667
montcet;MONTCET;montcet;Montcet;1310;5.11667;46.2
vonnas;VONNAS;vonnas;Vonnas;1540;5;46.2167
buellas;BUELLAS;buellas;Buellas;1310;5.13333;46.2
saint-benigne;SAINT-BENIGNE;saint benigne;Saint-Bénigne;1190;4.96667;46.4333
chevillard;CHEVILLARD;chevillard;Chevillard;1430;5.58333;46.1167
bouligneux;BOULIGNEUX;bouligneux;Bouligneux;1330;5;46.0167
contrevoz;CONTREVOZ;contrevoz;Contrevoz;1300;5.63333;45.8
champdor;CHAMPDOR;champdor;Champdor;1110;5.6;46.0167
port-01;PORT;port;Port;1460;5.56667;46.1667
surjoux;SURJOUX;surjoux;Surjoux;1420;5.8;46.0167
champfromier;CHAMPFROMIER;champfromier;Champfromier;1410;5.81667;46.2
vesines;VESINES;vesines;Vésines;1570;4.86667;46.35
seillonnaz;SEILLONNAZ;seillonnaz;Seillonnaz;1470;5.48333;45.8
varambon;VARAMBON;varambon;Varambon;1160;5.31667;46.0333
grand-abergement;LE GRAND-ABERGEMENT;le grand abergement;Le Grand-Abergement;1260;5.66667;46.0333
jassans-riottier;JASSANS-RIOTTIER;jassans riottier;Jassans-Riottier;1480;4.75;45.9833
asnieres-sur-saone;ASNIERES-SUR-SAONE;asnieres sur saone;Asnières-sur-Saône;1570;4.88333;46.3833
condamine-01;CONDAMINE;condamine;Condamine;1430;5.56667;46.1167
lhuis;LHUIS;lhuis;Lhuis;1680;5.53333;45.75
romans-01;ROMANS;romans;Romans;1400;5.03333;46.1167
pizay;PIZAY;pizay;Pizay;1120;5.08333;45.8833
certines;CERTINES;certines;Certines;1240;5.26667;46.1333
ruffieu;RUFFIEU;ruffieu;Ruffieu;1260;5.66667;46
meximieux;MEXIMIEUX;meximieux;Meximieux;1800;5.2;45.9
saint-rambert-en-bugey;SAINT-RAMBERT-EN-BUGEY;saint rambert en bugey;Saint-Rambert-en-Bugey;1230;5.43333;45.95
ambronay;AMBRONAY;ambronay;Ambronay;1500;5.35;46
cize-01;CIZE;cize;Cize;1250;5.43333;46.2
saint-germain-sur-renon;SAINT-GERMAIN-SUR-RENON;saint germain sur renon;Saint-Germain-sur-Renon;1240;05.05;46.0833
